Fight,Winner,Defeated,Referee,Date,Country,Location,Title_Bout,Weight_Class,R_fighter,B_fighter,Winning_Corner,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Cody McKenzie vs Aaron Wilkinson,Cody McKenzie,Aaron Wilkinson,Chris Tognoni,04/12/2010,USA,"Las Vegas, Nevada",Non Title Fight,Lightweight,Cody McKenzie,Aaron Wilkinson,Red,177.8,,155,182.88,182.88,155,23,22
Jonathan Brookins vs Michael Johnson,Jonathan Brookins,Michael Johnson,Herb Dean,04/12/2010,USA,"Las Vegas, Nevada",Title Fight,Lightweight,Jonathan Brookins,Michael Johnson,Red,177.8,185.42,155,182.88,187.96,145,24,25
Kendall Grove vs Demian Maia,Demian Maia,Kendall Grove,Josh Rosenthal,04/12/2010,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Kendall Grove,Demian Maia,Blue,185.42,182.88,170,198.12,200.66,185,33,28
Rich Attonito vs David Branch,David Branch,Rich Attonito,Josh Rosenthal,04/12/2010,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Rich Attonito,David Branch,Blue,185.42,198.12,185,177.8,182.88,170,29,33
Johny Hendricks vs Rick Story,Rick Story,Johny Hendricks,Steve Mazzagatti,04/12/2010,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Johny Hendricks,Rick Story,Blue,175.26,180.34,170,175.26,175.26,185,26,27
Phil Davis vs Tim Boetsch,Phil Davis,Tim Boetsch,Herb Dean,20/11/2010,USA,"Auburn Hills, Michigan",Non Title Fight,LightHeavyweight,Phil Davis,Tim Boetsch,Red,182.88,187.96,185,187.96,200.66,205,29,26
Quinton Jackson vs Lyoto Machida,Quinton Jackson,Lyoto Machida,Herb Dean,20/11/2010,USA,"Auburn Hills, Michigan",Non Title Fight,LightHeavyweight,Quinton Jackson,Lyoto Machida,Red,185.42,187.96,185,185.42,185.42,205,32,32
Mike Lullo vs Edson Barboza,Edson Barboza,Mike Lullo,Marc Fennell,20/11/2010,USA,"Auburn Hills, Michigan",Non Title Fight,Lightweight,Mike Lullo,Edson Barboza,Blue,180.34,190.5,145,172.72,,145,24,31
Tyson Griffin vs Nik Lentz,Nik Lentz,Tyson Griffin,Herb Dean,20/11/2010,USA,"Auburn Hills, Michigan",Non Title Fight,Lightweight,Tyson Griffin,Nik Lentz,Blue,172.72,172.72,145,167.64,172.72,145,26,26
George Sotiropoulos vs Joe Lauzon,George Sotiropoulos,Joe Lauzon,Marc Fennell,20/11/2010,USA,"Auburn Hills, Michigan",Non Title Fight,Lightweight,George Sotiropoulos,Joe Lauzon,Red,177.8,180.34,155,177.8,180.34,155,26,33
Paul Kelly vs TJ O'Brien,Paul Kelly,TJ O'Brien,Dan Miragliotta,20/11/2010,USA,"Auburn Hills, Michigan",Non Title Fight,Lightweight,Paul Kelly,TJ O'Brien,Red,187.96,,155,175.26,177.8,155,23,26
Gerald Harris vs Maiquel Falcao,Maiquel Falcao,Gerald Harris,Dan Miragliotta,20/11/2010,USA,"Auburn Hills, Michigan",Non Title Fight,Middleweight,Gerald Harris,Maiquel Falcao,Blue,180.34,,185,180.34,195.58,185,29,31
Aaron Simpson vs Mark Munoz,Mark Munoz,Aaron Simpson,Marc Fennell,20/11/2010,USA,"Auburn Hills, Michigan",Non Title Fight,Middleweight,Aaron Simpson,Mark Munoz,Blue,182.88,180.34,185,182.88,185.42,170,32,36
Karo Parisyan vs Dennis Hallman,Dennis Hallman,Karo Parisyan,Dan Miragliotta,20/11/2010,USA,"Auburn Hills, Michigan",Non Title Fight,Welterweight,Karo Parisyan,Dennis Hallman,Blue,175.26,182.88,155,177.8,182.88,170,34,28
Matt Brown vs Brian Foster,Brian Foster,Matt Brown,Herb Dean,20/11/2010,USA,"Auburn Hills, Michigan",Non Title Fight,Welterweight,Matt Brown,Brian Foster,Blue,175.26,180.34,170,182.88,190.5,170,26,29
Matt Hughes vs BJ Penn,BJ Penn,Matt Hughes,Dan Miragliotta,20/11/2010,USA,"Auburn Hills, Michigan",Non Title Fight,Welterweight,Matt Hughes,BJ Penn,Blue,175.26,177.8,155,175.26,185.42,170,31,37
Seth Petruzelli vs Karlos Vemola,Karlos Vemola,Seth Petruzelli,Leon Roberts,13/11/2010,Germany,"Oberhausen, North Rhine-Westphalia",Non Title Fight,LightHeavyweight,Seth Petruzelli,Karlos Vemola,Blue,182.88,190.5,185,182.88,193.04,205,25,30
Vladimir Matyushenko vs Alexandre Ferreira,Vladimir Matyushenko,Alexandre Ferreira,Kevin Mulhall,13/11/2010,Germany,"Oberhausen, North Rhine-Westphalia",Non Title Fight,LightHeavyweight,Vladimir Matyushenko,Alexandre Ferreira,Red,170.18,,205,182.88,187.96,205,31,39
Krzysztof Soszynski vs Goran Reljic,Krzysztof Soszynski,Goran Reljic,Marc Goddard,13/11/2010,Germany,"Oberhausen, North Rhine-Westphalia",Non Title Fight,LightHeavyweight,Krzysztof Soszynski,Goran Reljic,Red,190.5,205.74,205,185.42,195.58,205,26,33
Dennis Siver vs Andre Winner,Dennis Siver,Andre Winner,Kevin Mulhall,13/11/2010,Germany,"Oberhausen, North Rhine-Westphalia",Non Title Fight,Lightweight,Dennis Siver,Andre Winner,Red,180.34,185.42,155,167.64,177.8,145,29,31
Nate Marquardt vs Yushin Okami,Yushin Okami,Nate Marquardt,Leon Roberts,13/11/2010,Germany,"Oberhausen, North Rhine-Westphalia",Non Title Fight,Middleweight,Nate Marquardt,Yushin Okami,Blue,187.96,190.5,170,182.88,187.96,185,29,31
Kyle Noke vs Rob Kimmons,Kyle Noke,Rob Kimmons,Kevin Mulhall,13/11/2010,Germany,"Oberhausen, North Rhine-Westphalia",Non Title Fight,Middleweight,Kyle Noke,Rob Kimmons,Red,177.8,185.42,185,185.42,193.04,170,29,30
Kris McCray vs Carlos Eduardo Rocha,Carlos Eduardo Rocha,Kris McCray,Marc Goddard,13/11/2010,Germany,"Oberhausen, North Rhine-Westphalia",Non Title Fight,Welterweight,Kris McCray,Carlos Eduardo Rocha,Blue,177.8,185.42,170,182.88,193.04,170,29,29
Amir Sadollah vs Peter Sobotta,Amir Sadollah,Peter Sobotta,Leon Roberts,13/11/2010,Germany,"Oberhausen, North Rhine-Westphalia",Non Title Fight,Welterweight,Amir Sadollah,Peter Sobotta,Red,182.88,190.5,170,177.8,190.5,170,23,30
Pascal Krauss vs Mark Scanlon,Pascal Krauss,Mark Scanlon,Leon Roberts,13/11/2010,Germany,"Oberhausen, North Rhine-Westphalia",Non Title Fight,Welterweight,Pascal Krauss,Mark Scanlon,Red,175.26,,170,185.42,,170,,23
Duane Ludwig vs Nick Osipczak,Duane Ludwig,Nick Osipczak,Marc Goddard,13/11/2010,Germany,"Oberhausen, North Rhine-Westphalia",Non Title Fight,Welterweight,Duane Ludwig,Nick Osipczak,Red,187.96,193.04,170,177.8,177.8,170,25,32
Brock Lesnar vs Cain Velasquez,Cain Velasquez,Brock Lesnar,Herb Dean,23/10/2010,USA,"Anaheim, California",Title Fight,Heavyweight,Brock Lesnar,Cain Velasquez,Blue,185.42,195.58,240,190.5,205.74,265,28,33
Brendan Schaub vs Gabriel Gonzaga,Brendan Schaub,Gabriel Gonzaga,Jason Herzog,23/10/2010,USA,"Anaheim, California",Non Title Fight,Heavyweight,Brendan Schaub,Gabriel Gonzaga,Red,187.96,193.04,242,193.04,198.12,245,31,27
Jon Madsen vs Gilbert Yvel,Jon Madsen,Gilbert Yvel,John McCarthy,23/10/2010,USA,"Anaheim, California",Non Title Fight,Heavyweight,Jon Madsen,Gilbert Yvel,Red,187.96,195.58,225,182.88,182.88,240,34,30
Tito Ortiz vs Matt Hamill,Matt Hamill,Tito Ortiz,John McCarthy,23/10/2010,USA,"Anaheim, California",Non Title Fight,LightHeavyweight,Tito Ortiz,Matt Hamill,Blue,185.42,193.04,205,190.5,187.96,205,34,35
Sam Stout vs Paul Taylor,Sam Stout,Paul Taylor,Herb Dean,23/10/2010,USA,"Anaheim, California",Non Title Fight,Lightweight,Sam Stout,Paul Taylor,Red,182.88,182.88,155,175.26,177.8,155,30,26
Patrick Cote vs Tom Lawlor,Tom Lawlor,Patrick Cote,John McCarthy,23/10/2010,USA,"Anaheim, California",Non Title Fight,Middleweight,Patrick Cote,Tom Lawlor,Blue,182.88,187.96,205,180.34,190.5,170,27,30
Court McGee vs Ryan Jensen,Court McGee,Ryan Jensen,Herb Dean,23/10/2010,USA,"Anaheim, California",Non Title Fight,Middleweight,Court McGee,Ryan Jensen,Red,185.42,193.04,185,180.34,190.5,170,33,25
Chris Camozzi vs Dongi Yang,Chris Camozzi,Dongi Yang,Jason Herzog,23/10/2010,USA,"Anaheim, California",Non Title Fight,Middleweight,Chris Camozzi,Dongi Yang,Red,177.8,185.42,185,187.96,190.5,185,25,23
Mike Guymon vs Daniel Roberts,Daniel Roberts,Mike Guymon,Jason Herzog,23/10/2010,USA,"Anaheim, California",Non Title Fight,Welterweight,Mike Guymon,Daniel Roberts,Blue,177.8,187.96,170,182.88,187.96,170,30,36
Diego Sanchez vs Paulo Thiago,Diego Sanchez,Paulo Thiago,Jason Herzog,23/10/2010,USA,"Anaheim, California",Non Title Fight,Welterweight,Diego Sanchez,Paulo Thiago,Red,180.34,187.96,170,177.8,182.88,170,29,28
Jake Shields vs Martin Kampmann,Jake Shields,Martin Kampmann,John McCarthy,23/10/2010,USA,"Anaheim, California",Non Title Fight,Welterweight,Jake Shields,Martin Kampmann,Red,182.88,182.88,170,182.88,182.88,170,28,31
Cheick Kongo vs Travis Browne,,,Marc Goddard,16/10/2010,England,London,Non Title Fight,Heavyweight,Cheick Kongo,Travis Browne,Draw,198.12,200.66,255,193.04,208.28,240,28,35
Rob Broughton vs Vinicius Queiroz,Rob Broughton,Vinicius Queiroz,Marc Goddard,16/10/2010,England,London,Non Title Fight,Heavyweight,Rob Broughton,Vinicius Queiroz,Red,200.66,,220,187.96,187.96,265,27,27
Cyrille Diabate vs Alexander Gustafsson,Alexander Gustafsson,Cyrille Diabate,Leon Roberts,16/10/2010,England,London,Non Title Fight,LightHeavyweight,Cyrille Diabate,Alexander Gustafsson,Blue,195.58,200.66,205,198.12,205.74,205,23,37
James McSweeney vs Fabio Maldonado,Fabio Maldonado,James McSweeney,Marc Goddard,16/10/2010,England,London,Non Title Fight,LightHeavyweight,James McSweeney,Fabio Maldonado,Blue,185.42,190.5,205,193.04,195.58,230,30,29
Paul Sass vs Mark Holst,Paul Sass,Mark Holst,Dan Miragliotta,16/10/2010,England,London,Non Title Fight,Lightweight,Paul Sass,Mark Holst,Red,182.88,,155,182.88,185.42,155,25,22
Spencer Fisher vs Curt Warburton,Spencer Fisher,Curt Warburton,Leon Roberts,16/10/2010,England,London,Non Title Fight,Lightweight,Spencer Fisher,Curt Warburton,Red,182.88,185.42,155,170.18,172.72,155,,34
Michael Bisping vs Yoshihiro Akiyama,Michael Bisping,Yoshihiro Akiyama,Marc Goddard,16/10/2010,England,London,Non Title Fight,Middleweight,Michael Bisping,Yoshihiro Akiyama,Red,177.8,190.5,170,185.42,190.5,185,35,31
John Hathaway vs Mike Pyle,Mike Pyle,John Hathaway,Leon Roberts,16/10/2010,England,London,Non Title Fight,Welterweight,John Hathaway,Mike Pyle,Blue,182.88,187.96,170,185.42,190.5,170,35,23
Dan Hardy vs Carlos Condit,Carlos Condit,Dan Hardy,Dan Miragliotta,16/10/2010,England,London,Non Title Fight,Welterweight,Dan Hardy,Carlos Condit,Blue,187.96,190.5,170,182.88,187.96,170,26,28
James Wilks vs Claude Patrick,Claude Patrick,James Wilks,Dan Miragliotta,16/10/2010,England,London,Non Title Fight,Welterweight,James Wilks,Claude Patrick,Blue,180.34,190.5,170,185.42,190.5,170,30,32
Mark Hunt vs Sean McCorkle,Sean McCorkle,Mark Hunt,Josh Rosenthal,25/09/2010,USA,"Indianapolis, Indiana",Non Title Fight,Heavyweight,Mark Hunt,Sean McCorkle,Blue,200.66,205.74,265,177.8,182.88,265,34,36
Frank Mir vs Mirko Filipovic,Frank Mir,Mirko Filipovic,Herb Dean,25/09/2010,USA,"Indianapolis, Indiana",Non Title Fight,Heavyweight,Frank Mir,Mirko Filipovic,Red,187.96,185.42,230,190.5,200.66,264,36,31
Matt Mitrione vs Joey Beltran,Matt Mitrione,Joey Beltran,Herb Dean,25/09/2010,USA,"Indianapolis, Indiana",Non Title Fight,Heavyweight,Matt Mitrione,Joey Beltran,Red,185.42,190.5,185,190.5,208.28,265,28,32
Rogerio Nogueira vs Ryan Bader,Ryan Bader,Rogerio Nogueira,Josh Rosenthal,25/09/2010,USA,"Indianapolis, Indiana",Non Title Fight,LightHeavyweight,Rogerio Nogueira,Ryan Bader,Blue,187.96,187.96,205,187.96,190.5,205,27,34
Steve Lopez vs Waylon Lowe,Waylon Lowe,Steve Lopez,Herb Dean,25/09/2010,USA,"Indianapolis, Indiana",Non Title Fight,Lightweight,Steve Lopez,Waylon Lowe,Blue,170.18,,145,180.34,,155,29,26
Thiago Tavares vs Pat Audinwood,Thiago Tavares,Pat Audinwood,Rob Hinds,25/09/2010,USA,"Indianapolis, Indiana",Non Title Fight,Lightweight,Thiago Tavares,Pat Audinwood,Red,182.88,,155,170.18,177.8,145,24,25
Sean Sherk vs Evan Dunham,Sean Sherk,Evan Dunham,Rob Hinds,25/09/2010,USA,"Indianapolis, Indiana",Non Title Fight,Lightweight,Sean Sherk,Evan Dunham,Red,177.8,177.8,155,167.64,170.18,155,28,37
Melvin Guillard vs Jeremy Stephens,Melvin Guillard,Jeremy Stephens,Josh Rosenthal,25/09/2010,USA,"Indianapolis, Indiana",Non Title Fight,Lightweight,Melvin Guillard,Jeremy Stephens,Red,175.26,180.34,145,175.26,180.34,155,24,27
CB Dollaway vs Joe Doerksen,CB Dollaway,Joe Doerksen,Jeff Malott,25/09/2010,USA,"Indianapolis, Indiana",Non Title Fight,Middleweight,CB Dollaway,Joe Doerksen,Red,182.88,190.5,185,187.96,193.04,185,32,27
Matt Serra vs Chris Lytle,Chris Lytle,Matt Serra,Herb Dean,25/09/2010,USA,"Indianapolis, Indiana",Non Title Fight,Welterweight,Matt Serra,Chris Lytle,Blue,180.34,172.72,170,167.64,172.72,170,36,36
TJ Grant vs Julio Paulino,TJ Grant,Julio Paulino,Jeff Malott,25/09/2010,USA,"Indianapolis, Indiana",Non Title Fight,Welterweight,TJ Grant,Julio Paulino,Red,182.88,,170,177.8,182.88,155,34,26
Jared Hamman vs Kyle Kingsbury,Kyle Kingsbury,Jared Hamman,Jon Schorle,15/09/2010,USA,"Austin, Texas",Non Title Fight,LightHeavyweight,Jared Hamman,Kyle Kingsbury,Blue,193.04,200.66,205,190.5,190.5,185,28,28
Efrain Escudero vs Charles Oliveira,Charles Oliveira,Efrain Escudero,Kerry Hatley,15/09/2010,USA,"Austin, Texas",Non Title Fight,Lightweight,Efrain Escudero,Charles Oliveira,Blue,177.8,187.96,155,175.26,180.34,155,20,24
Yves Edwards vs John Gunderson,Yves Edwards,John Gunderson,Kerry Hatley,15/09/2010,USA,"Austin, Texas",Non Title Fight,Lightweight,Yves Edwards,John Gunderson,Red,175.26,175.26,155,175.26,185.42,155,31,33
Cole Miller vs Ross Pearson,Cole Miller,Ross Pearson,Herb Dean,15/09/2010,USA,"Austin, Texas",Non Title Fight,Lightweight,Cole Miller,Ross Pearson,Red,172.72,175.26,155,185.42,185.42,145,25,26
Jim Miller vs Gleison Tibau,Jim Miller,Gleison Tibau,Jon Schorle,15/09/2010,USA,"Austin, Texas",Non Title Fight,Lightweight,Jim Miller,Gleison Tibau,Red,177.8,180.34,155,172.72,180.34,155,26,27
Tomasz Drwal vs David Branch,David Branch,Tomasz Drwal,Herb Dean,15/09/2010,USA,"Austin, Texas",Non Title Fight,Middleweight,Tomasz Drwal,David Branch,Blue,185.42,198.12,185,185.42,193.04,205,28,28
Nate Marquardt vs Rousimar Palhares,Nate Marquardt,Rousimar Palhares,Herb Dean,15/09/2010,USA,"Austin, Texas",Non Title Fight,Middleweight,Nate Marquardt,Rousimar Palhares,Red,172.72,180.34,170,182.88,187.96,185,30,31
Rich Attonito vs Rafael Natal,Rich Attonito,Rafael Natal,Kerry Hatley,15/09/2010,USA,"Austin, Texas",Non Title Fight,Middleweight,Rich Attonito,Rafael Natal,Red,182.88,195.58,185,177.8,182.88,170,27,33
Brian Foster vs Forrest Petz,Brian Foster,Forrest Petz,Herb Dean,15/09/2010,USA,"Austin, Texas",Non Title Fight,Welterweight,Brian Foster,Forrest Petz,Red,175.26,180.34,170,175.26,180.34,170,34,26
TJ Waldburger vs David Mitchell,TJ Waldburger,David Mitchell,Jon Schorle,15/09/2010,USA,"Austin, Texas",Non Title Fight,Welterweight,TJ Waldburger,David Mitchell,Red,182.88,190.5,170,180.34,190.5,170,30,22
Randy Couture vs James Toney,Randy Couture,James Toney,Mario Yamasaki,28/08/2010,USA,"Boston, Massachusetts",Non Title Fight,Heavyweight,Randy Couture,James Toney,Red,175.26,,220,185.42,190.5,205,42,47
Andre Winner vs Nik Lentz,Nik Lentz,Andre Winner,Josh Rosenthal,28/08/2010,USA,"Boston, Massachusetts",Non Title Fight,Lightweight,Andre Winner,Nik Lentz,Blue,172.72,172.72,145,180.34,185.42,155,26,28
Kenny Florian vs Gray Maynard,Gray Maynard,Kenny Florian,Mario Yamasaki,28/08/2010,USA,"Boston, Massachusetts",Non Title Fight,Lightweight,Kenny Florian,Gray Maynard,Blue,175.26,177.8,155,177.8,187.96,145,31,34
Joe Lauzon vs Gabe Ruediger,Joe Lauzon,Gabe Ruediger,Herb Dean,28/08/2010,USA,"Boston, Massachusetts",Non Title Fight,Lightweight,Joe Lauzon,Gabe Ruediger,Red,177.8,,155,177.8,180.34,155,32,26
Frankie Edgar vs BJ Penn,Frankie Edgar,BJ Penn,Herb Dean,28/08/2010,USA,"Boston, Massachusetts",Title Fight,Lightweight,Frankie Edgar,BJ Penn,Red,175.26,177.8,155,167.64,172.72,135,31,28
Demian Maia vs Mario Miranda,Demian Maia,Mario Miranda,Herb Dean,28/08/2010,USA,"Boston, Massachusetts",Non Title Fight,Middleweight,Demian Maia,Mario Miranda,Red,190.5,187.96,185,185.42,182.88,170,31,32
Dan Miller vs John Salter,Dan Miller,John Salter,Mario Yamasaki,28/08/2010,USA,"Boston, Massachusetts",Non Title Fight,Middleweight,Dan Miller,John Salter,Red,185.42,187.96,185,185.42,187.96,185,25,29
Nick Osipczak vs Greg Soto,Greg Soto,Nick Osipczak,Yves Lavigne,28/08/2010,USA,"Boston, Massachusetts",Non Title Fight,Welterweight,Nick Osipczak,Greg Soto,Blue,180.34,185.42,170,187.96,193.04,170,24,25
Nate Diaz vs Marcus Davis,Nate Diaz,Marcus Davis,Yves Lavigne,28/08/2010,USA,"Boston, Massachusetts",Non Title Fight,Welterweight,Nate Diaz,Marcus Davis,Red,177.8,177.8,170,182.88,193.04,170,37,25
Mike Pierce vs Amilcar Alves,Mike Pierce,Amilcar Alves,Josh Rosenthal,28/08/2010,USA,"Boston, Massachusetts",Non Title Fight,Welterweight,Mike Pierce,Amilcar Alves,Red,182.88,,170,172.72,180.34,170,22,29
Roy Nelson vs Junior Dos Santos,Junior Dos Santos,Roy Nelson,Marcos Rosales,07/08/2010,USA,"Oakland, California",Non Title Fight,Heavyweight,Roy Nelson,Junior Dos Santos,Blue,193.04,195.58,238,182.88,185.42,263,26,34
Stefan Struve vs Christian Morecraft,Stefan Struve,Christian Morecraft,Herb Dean,07/08/2010,USA,"Oakland, California",Non Title Fight,Heavyweight,Stefan Struve,Christian Morecraft,Red,198.12,205.74,260,210.82,213.36,265,23,22
Rodney Wallace vs Phil Davis,Phil Davis,Rodney Wallace,Herb Dean,07/08/2010,USA,"Oakland, California",Non Title Fight,LightHeavyweight,Rodney Wallace,Phil Davis,Blue,187.96,200.66,205,175.26,182.88,205,25,28
Todd Brown vs Tim Boetsch,Tim Boetsch,Todd Brown,Marcos Rosales,07/08/2010,USA,"Oakland, California",Non Title Fight,LightHeavyweight,Todd Brown,Tim Boetsch,Blue,182.88,187.96,185,180.34,,205,29,33
Clay Guida vs Rafael Dos Anjos,Clay Guida,Rafael Dos Anjos,Herb Dean,07/08/2010,USA,"Oakland, California",Non Title Fight,Lightweight,Clay Guida,Rafael Dos Anjos,Red,172.72,177.8,155,170.18,177.8,155,25,28
Anderson Silva vs Chael Sonnen,Anderson Silva,Chael Sonnen,Josh Rosenthal,07/08/2010,USA,"Oakland, California",Title Fight,Middleweight,Anderson Silva,Chael Sonnen,Red,185.42,185.42,205,187.96,195.58,185,33,35
Dustin Hazelett vs Rick Story,Rick Story,Dustin Hazelett,Josh Rosenthal,07/08/2010,USA,"Oakland, California",Non Title Fight,Welterweight,Dustin Hazelett,Rick Story,Blue,175.26,180.34,170,185.42,193.04,170,25,24
Ben Saunders vs Dennis Hallman,Dennis Hallman,Ben Saunders,Marcos Rosales,07/08/2010,USA,"Oakland, California",Non Title Fight,Welterweight,Ben Saunders,Dennis Hallman,Blue,175.26,182.88,155,187.96,195.58,170,34,27
Jon Fitch vs Thiago Alves,Jon Fitch,Thiago Alves,Herb Dean,07/08/2010,USA,"Oakland, California",Non Title Fight,Welterweight,Jon Fitch,Thiago Alves,Red,175.26,177.8,170,182.88,187.96,170,26,32
Matt Hughes vs Ricardo Almeida,Matt Hughes,Ricardo Almeida,Josh Rosenthal,07/08/2010,USA,"Oakland, California",Non Title Fight,Welterweight,Matt Hughes,Ricardo Almeida,Red,182.88,187.96,170,175.26,185.42,170,33,36
Johny Hendricks vs Charlie Brenneman,Johny Hendricks,Charlie Brenneman,Josh Rosenthal,07/08/2010,USA,"Oakland, California",Non Title Fight,Welterweight,Johny Hendricks,Charlie Brenneman,Red,177.8,177.8,155,175.26,175.26,185,29,26
James Irvin vs Igor Pokrajac,Igor Pokrajac,James Irvin,Herb Dean,01/08/2010,USA,"San Diego, California",Non Title Fight,LightHeavyweight,James Irvin,Igor Pokrajac,Blue,182.88,187.96,205,187.96,190.5,205,31,31
Jon Jones vs Vladimir Matyushenko,Jon Jones,Vladimir Matyushenko,Herb Dean,01/08/2010,USA,"San Diego, California",Non Title Fight,LightHeavyweight,Jon Jones,Vladimir Matyushenko,Red,182.88,187.96,205,193.04,213.36,205,39,23
Tyson Griffin vs Takanori Gomi,Takanori Gomi,Tyson Griffin,Jason Herzog,01/08/2010,USA,"San Diego, California",Non Title Fight,Lightweight,Tyson Griffin,Takanori Gomi,Blue,170.18,177.8,155,167.64,172.72,145,31,26
Paul Kelly vs Jacob Volkmann,Jacob Volkmann,Paul Kelly,John McCarthy,01/08/2010,USA,"San Diego, California",Non Title Fight,Lightweight,Paul Kelly,Jacob Volkmann,Blue,175.26,180.34,155,175.26,177.8,155,29,25
Darren Elkins vs Charles Oliveira,Charles Oliveira,Darren Elkins,Herb Dean,01/08/2010,USA,"San Diego, California",Non Title Fight,Lightweight,Darren Elkins,Charles Oliveira,Blue,177.8,187.96,155,177.8,180.34,145,20,26
Mark Munoz vs Yushin Okami,Yushin Okami,Mark Munoz,John McCarthy,01/08/2010,USA,"San Diego, California",Non Title Fight,Middleweight,Mark Munoz,Yushin Okami,Blue,187.96,190.5,170,182.88,180.34,185,29,32
Brian Stann vs Mike Massenzio,Brian Stann,Mike Massenzio,John McCarthy,01/08/2010,USA,"San Diego, California",Non Title Fight,Middleweight,Brian Stann,Mike Massenzio,Red,187.96,185.42,185,185.42,187.96,205,27,29
Rob Kimmons vs Steve Steinbeiss,Rob Kimmons,Steve Steinbeiss,Jason Herzog,01/08/2010,USA,"San Diego, California",Non Title Fight,Middleweight,Rob Kimmons,Steve Steinbeiss,Red,190.5,190.5,185,177.8,185.42,185,29,29
DaMarques Johnson vs Matthew Riddle,Matthew Riddle,DaMarques Johnson,Jason Herzog,01/08/2010,USA,"San Diego, California",Non Title Fight,Welterweight,DaMarques Johnson,Matthew Riddle,Blue,185.42,193.04,170,185.42,190.5,170,24,28
John Howard vs Jake Ellenberger,Jake Ellenberger,John Howard,Herb Dean,01/08/2010,USA,"San Diego, California",Non Title Fight,Welterweight,John Howard,Jake Ellenberger,Blue,175.26,180.34,170,170.18,182.88,170,25,27
Brock Lesnar vs Shane Carwin,Brock Lesnar,Shane Carwin,Josh Rosenthal,03/07/2010,USA,"Las Vegas, Nevada",Title Fight,Heavyweight,Brock Lesnar,Shane Carwin,Red,187.96,203.2,265,190.5,205.74,265,35,32
Brendan Schaub vs Chris Tuchscherer,Brendan Schaub,Chris Tuchscherer,Herb Dean,03/07/2010,USA,"Las Vegas, Nevada",Non Title Fight,Heavyweight,Brendan Schaub,Chris Tuchscherer,Red,187.96,193.04,258,193.04,198.12,245,34,27
Jon Madsen vs Karlos Vemola,Jon Madsen,Karlos Vemola,Mario Yamasaki,03/07/2010,USA,"Las Vegas, Nevada",Non Title Fight,Heavyweight,Jon Madsen,Karlos Vemola,Red,182.88,190.5,185,182.88,182.88,240,24,30
Krzysztof Soszynski vs Stephan Bonnar,Stephan Bonnar,Krzysztof Soszynski,Mario Yamasaki,03/07/2010,USA,"Las Vegas, Nevada",Non Title Fight,LightHeavyweight,Krzysztof Soszynski,Stephan Bonnar,Blue,193.04,200.66,205,185.42,195.58,205,33,32
Seth Petruzelli vs Ricardo Romero,Ricardo Romero,Seth Petruzelli,Steve Mazzagatti,03/07/2010,USA,"Las Vegas, Nevada",Non Title Fight,LightHeavyweight,Seth Petruzelli,Ricardo Romero,Blue,182.88,193.04,205,182.88,193.04,205,32,30
George Sotiropoulos vs Kurt Pellegrino,George Sotiropoulos,Kurt Pellegrino,Josh Rosenthal,03/07/2010,USA,"Las Vegas, Nevada",Non Title Fight,Lightweight,George Sotiropoulos,Kurt Pellegrino,Red,172.72,177.8,155,177.8,180.34,155,31,32
Chris Leben vs Yoshihiro Akiyama,Chris Leben,Yoshihiro Akiyama,Herb Dean,03/07/2010,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Chris Leben,Yoshihiro Akiyama,Red,177.8,190.5,170,180.34,185.42,185,34,29
Kendall Grove vs Goran Reljic,Kendall Grove,Goran Reljic,Mario Yamasaki,03/07/2010,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Kendall Grove,Goran Reljic,Red,190.5,205.74,205,198.12,200.66,185,26,27
Gerald Harris vs David Branch,Gerald Harris,David Branch,Herb Dean,03/07/2010,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Gerald Harris,David Branch,Red,185.42,198.12,185,180.34,195.58,185,28,30
Forrest Petz vs Daniel Roberts,Daniel Roberts,Forrest Petz,Steve Mazzagatti,03/07/2010,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Forrest Petz,Daniel Roberts,Blue,177.8,187.96,170,175.26,180.34,170,29,34
Chris Lytle vs Matt Brown,Chris Lytle,Matt Brown,Steve Mazzagatti,03/07/2010,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Chris Lytle,Matt Brown,Red,182.88,190.5,170,180.34,172.72,170,29,35
James McSweeney vs Travis Browne,Travis Browne,James McSweeney,Kim Winslow,19/06/2010,USA,"Las Vegas, Nevada",Non Title Fight,Heavyweight,James McSweeney,Travis Browne,Blue,198.12,200.66,255,193.04,195.58,230,27,29
Keith Jardine vs Matt Hamill,Matt Hamill,Keith Jardine,Herb Dean,19/06/2010,USA,"Las Vegas, Nevada",Non Title Fight,LightHeavyweight,Keith Jardine,Matt Hamill,Blue,185.42,193.04,205,187.96,193.04,185,33,34
Spencer Fisher vs Dennis Siver,Dennis Siver,Spencer Fisher,Kim Winslow,19/06/2010,USA,"Las Vegas, Nevada",Non Title Fight,Lightweight,Spencer Fisher,Dennis Siver,Blue,167.64,177.8,145,170.18,172.72,155,31,34
